,loan_id,loan_purpose,date,loan_granted,loan_repaid
59251,503018,emergency_funds,2012-05-18,1,0.0
59252,893108,home,2012-05-29,0,
59253,251108,investment,2012-01-20,1,0.0
59254,686958,business,2012-10-10,0,
59255,187580,other,2012-01-30,1,1.0
59256,758143,business,2012-09-11,0,
59257,295284,investment,2012-10-18,1,1.0
59258,801079,emergency_funds,2012-03-29,0,
59259,424319,emergency_funds,2012-04-23,0,
59260,893516,home,2012-11-16,0,
59261,19233,business,2012-09-18,0,
59262,66169,investment,2012-05-29,0,
59263,325126,home,2012-12-28,1,0.0
59264,379040,home,2012-03-12,0,
59265,317463,home,2012-02-27,1,1.0
59266,905102,home,2012-01-18,0,
59267,367199,home,2012-11-22,0,
59268,58427,emergency_funds,2012-04-26,0,
59269,882365,business,2012-08-20,0,
59270,372584,home,2012-12-28,1,1.0
59271,619097,home,2012-09-04,1,1.0
59272,742979,home,2012-07-10,0,
59273,764573,home,2012-08-28,0,
59274,315458,business,2012-05-10,0,
59275,668360,home,2012-02-23,0,
59276,567594,investment,2012-01-09,0,
59277,978864,investment,2012-02-28,1,1.0
59278,973623,business,2012-02-27,0,
59279,861801,business,2012-07-25,0,
59280,545122,home,2012-05-18,0,
59281,600162,home,2012-11-13,0,
59282,298658,emergency_funds,2012-05-11,0,
59283,839831,emergency_funds,2012-05-08,1,0.0
59284,429510,business,2012-03-29,0,
59285,507529,business,2012-07-03,0,
59286,203009,business,2012-02-20,1,1.0
59287,125713,business,2012-12-05,1,0.0
59288,954120,home,2012-01-10,0,
59289,305558,business,2012-06-12,1,1.0
59290,683574,home,2012-08-06,0,
59291,819322,emergency_funds,2012-08-14,1,1.0
59292,155477,other,2012-03-02,0,
59293,577190,home,2012-11-22,1,0.0
59294,16599,home,2012-01-09,0,
59295,573137,emergency_funds,2012-08-15,1,0.0
59296,821561,investment,2012-12-06,1,0.0
59297,266261,home,2012-02-13,1,1.0
59298,656146,home,2012-12-06,1,1.0
59299,930135,other,2012-01-03,1,0.0
59300,949987,business,2012-09-17,1,1.0
59301,772524,emergency_funds,2012-05-24,1,0.0
59302,325575,business,2012-03-23,0,
59303,809548,business,2012-10-29,1,0.0
59304,822257,home,2012-06-12,1,1.0
59305,651205,emergency_funds,2012-03-29,0,
59306,681477,business,2012-05-11,1,1.0
59307,65228,home,2012-04-30,1,1.0
59308,517928,home,2012-06-20,0,
59309,650262,home,2012-09-25,0,
59310,377836,home,2012-03-19,0,
59311,100718,investment,2012-02-28,0,
59312,196021,emergency_funds,2012-02-20,0,
59313,869058,home,2012-07-10,0,
59314,253284,home,2012-09-14,1,0.0
59315,604542,home,2012-06-07,1,0.0
59316,317528,home,2012-08-23,1,0.0
59317,351383,emergency_funds,2012-03-23,0,
59318,525041,business,2012-04-27,0,
59319,210434,other,2012-06-08,0,
59320,326933,home,2012-04-06,0,
59321,55699,emergency_funds,2012-10-23,0,
59322,703298,investment,2012-09-28,1,1.0
59323,175022,home,2012-06-22,1,1.0
59324,552529,business,2012-05-15,1,1.0
59325,820767,emergency_funds,2012-03-28,0,
59326,519023,home,2012-07-31,1,1.0
59327,313137,business,2012-10-10,1,1.0
59328,153026,other,2012-10-30,0,
59329,953208,investment,2012-08-16,1,1.0
59330,547502,investment,2012-07-17,1,1.0
59331,987506,investment,2012-02-14,1,1.0
59332,705404,investment,2012-07-04,1,1.0
59333,216810,investment,2012-08-31,0,
59334,988574,other,2012-10-03,0,
59335,380152,investment,2012-08-31,1,1.0
59336,783258,investment,2012-10-16,0,
59337,808265,investment,2012-07-04,0,
59338,470576,business,2012-01-09,0,
59339,488939,other,2012-09-26,0,
59340,626017,emergency_funds,2012-06-08,0,
59341,763842,home,2012-11-26,0,
59342,393032,investment,2012-09-13,1,1.0
59343,976698,home,2012-03-14,0,
59344,161478,home,2012-08-22,1,1.0
59345,467271,business,2012-07-24,0,
59346,67032,home,2012-05-11,0,
59347,454363,home,2012-10-18,0,
59348,757113,emergency_funds,2012-08-08,0,
59349,492604,other,2012-03-14,1,0.0
59350,642783,home,2012-06-14,0,
59351,329122,business,2012-05-16,0,
59352,318634,home,2012-02-13,0,
59353,382297,home,2012-11-05,0,
59354,378288,home,2012-04-18,1,1.0
59355,239229,business,2012-04-19,1,1.0
59356,711639,other,2012-03-21,0,
59357,72384,business,2012-07-26,1,1.0
59358,185168,investment,2012-11-16,1,1.0
59359,304257,other,2012-08-03,0,
59360,446601,investment,2012-09-26,1,1.0
59361,810907,home,2012-02-02,1,1.0
59362,187993,emergency_funds,2012-08-06,0,
59363,313685,investment,2012-01-16,1,1.0
59364,120044,business,2012-10-02,0,
59365,246632,investment,2012-10-31,1,1.0
59366,211845,emergency_funds,2012-08-01,1,1.0
59367,149070,investment,2012-08-17,0,
59368,177544,business,2012-11-19,0,
59369,127134,emergency_funds,2012-06-12,0,
59370,631676,business,2012-03-13,0,
59371,420272,emergency_funds,2012-04-30,0,
59372,456420,emergency_funds,2012-11-26,1,1.0
59373,873389,investment,2012-11-08,1,1.0
59374,145628,investment,2012-09-18,0,
59375,186312,investment,2012-03-15,1,1.0
59376,955028,emergency_funds,2012-06-05,0,
59377,930825,home,2012-02-01,1,0.0
59378,691788,emergency_funds,2012-10-15,0,
59379,873212,investment,2012-03-19,0,
59380,830460,home,2012-06-26,0,
59381,110242,other,2012-01-26,0,
59382,116261,home,2012-09-03,0,
59383,850629,home,2012-05-08,0,
59384,614523,home,2012-08-06,1,0.0
59385,192759,business,2012-08-22,0,
59386,215598,business,2012-07-23,0,
59387,756629,emergency_funds,2012-11-09,1,1.0
59388,626419,other,2012-05-09,0,
59389,619232,other,2012-08-14,0,
59390,859564,investment,2012-02-17,1,0.0
59391,275167,investment,2012-01-17,0,
59392,962767,business,2012-08-16,1,1.0
59393,927375,investment,2012-06-15,0,
59394,747640,other,2012-01-05,1,0.0
59395,497659,emergency_funds,2012-08-13,1,1.0
59396,410958,investment,2012-11-09,0,
59397,957406,home,2012-05-24,0,
59398,697622,emergency_funds,2012-01-10,0,
59399,756622,home,2012-10-18,1,1.0
59400,858217,other,2012-05-07,1,0.0
59401,318053,investment,2012-05-31,1,0.0
59402,906113,other,2012-10-08,0,
59403,160979,home,2012-06-15,1,0.0
59404,370096,other,2012-07-26,1,0.0
59405,312178,home,2012-03-01,0,
59406,12311,home,2012-03-22,1,0.0
59407,162100,home,2012-12-27,1,1.0
59408,458516,home,2012-04-30,0,
59409,177762,investment,2012-02-01,1,1.0
59410,428340,emergency_funds,2012-06-11,0,
59411,618378,emergency_funds,2012-05-28,0,
59412,19463,home,2012-01-17,1,1.0
59413,554125,investment,2012-08-27,1,1.0
59414,899252,other,2012-09-25,0,
59415,752509,other,2012-07-17,0,
59416,225575,home,2012-11-19,0,
59417,233070,emergency_funds,2012-06-04,0,
59418,114707,emergency_funds,2012-02-16,0,
59419,174849,other,2012-07-30,0,
59420,508394,business,2012-01-18,0,
59421,844118,other,2012-12-18,0,
59422,460470,business,2012-05-07,0,
59423,481613,business,2012-02-15,1,0.0
59424,560545,business,2012-04-11,0,
59425,516774,other,2012-05-02,1,1.0
59426,355753,other,2012-02-29,0,
59427,23741,emergency_funds,2012-01-10,1,0.0
59428,793733,investment,2012-07-16,1,1.0
59429,368929,home,2012-07-06,1,1.0
59430,170989,emergency_funds,2012-05-09,0,
59431,515262,home,2012-10-19,0,
59432,786608,investment,2012-05-24,1,1.0
59433,189151,business,2012-04-24,1,1.0
59434,210383,business,2012-07-11,0,
59435,28853,home,2012-11-30,0,
59436,804380,business,2012-12-03,1,0.0
59437,657147,emergency_funds,2012-07-05,0,
59438,77763,business,2012-07-18,1,1.0
59439,286567,other,2012-02-09,1,1.0
59440,928514,emergency_funds,2012-07-12,1,0.0
59441,859714,other,2012-11-07,1,1.0
59442,948570,emergency_funds,2012-05-01,0,
59443,236584,other,2012-05-01,1,0.0
59444,757204,home,2012-12-10,1,1.0
59445,167392,business,2012-12-13,1,1.0
59446,71538,emergency_funds,2012-01-10,0,
59447,526280,other,2012-04-06,1,1.0
59448,284077,emergency_funds,2012-03-12,1,0.0
59449,521591,business,2012-03-06,1,1.0
59450,668321,home,2012-11-16,1,0.0
59451,694947,home,2012-06-19,1,1.0
59452,772149,investment,2012-11-19,1,0.0
59453,191036,home,2012-10-16,1,0.0
59454,17806,investment,2012-04-09,0,
59455,232783,other,2012-06-26,0,
59456,281390,investment,2012-06-11,1,1.0
59457,323360,other,2012-03-08,0,
59458,8957,home,2012-11-08,0,
59459,939264,business,2012-09-25,1,1.0
59460,754651,home,2012-01-04,1,1.0
59461,151366,investment,2012-11-02,0,
59462,240628,emergency_funds,2012-09-04,0,
59463,916153,other,2012-06-26,1,0.0
59464,301376,other,2012-10-25,0,
59465,640149,other,2012-04-12,0,
59466,963890,investment,2012-06-13,0,
59467,351987,home,2012-09-20,0,
59468,278036,investment,2012-06-19,1,1.0
59469,728311,home,2012-10-01,1,1.0
59470,678169,business,2012-06-14,0,
59471,993047,home,2012-01-17,1,1.0
59472,875445,home,2012-09-03,0,
59473,849960,investment,2012-05-08,1,1.0
59474,184065,home,2012-09-10,0,
59475,337289,investment,2012-06-01,0,
59476,948878,other,2012-11-12,1,0.0
59477,626837,emergency_funds,2012-11-14,1,1.0
59478,282603,emergency_funds,2012-09-26,1,1.0
59479,532557,investment,2012-11-05,1,0.0
59480,642325,investment,2012-11-05,1,0.0
59481,67582,investment,2012-04-12,1,0.0
59482,277264,business,2012-08-16,1,1.0
59483,310300,other,2012-08-28,1,1.0
59484,670858,emergency_funds,2012-01-09,1,0.0
59485,322970,other,2012-10-30,0,
59486,143025,home,2012-05-17,0,
59487,464853,business,2012-02-24,0,
59488,103419,business,2012-01-25,1,0.0
59489,991006,investment,2012-05-29,1,0.0
59490,593226,investment,2012-08-22,1,1.0
59491,390693,home,2012-12-19,1,1.0
59492,62003,home,2012-04-23,0,
59493,324136,business,2012-07-02,1,1.0
59494,154130,business,2012-03-08,1,1.0
59495,291730,other,2012-10-30,0,
59496,313445,home,2012-01-26,1,1.0
59497,554977,home,2012-08-16,1,1.0
59498,862689,emergency_funds,2012-07-26,1,0.0
59499,336128,home,2012-02-24,0,
59500,123220,business,2012-10-22,0,
59501,58655,investment,2012-12-28,1,1.0
59502,890210,other,2012-01-19,1,1.0
59503,989814,other,2012-11-06,0,
59504,641252,emergency_funds,2012-07-27,0,
59505,771052,emergency_funds,2012-08-07,1,1.0
59506,678041,home,2012-05-30,0,
59507,690204,investment,2012-01-24,1,0.0
59508,702817,business,2012-09-20,0,
59509,441890,emergency_funds,2012-11-28,0,
59510,810714,investment,2012-10-30,0,
59511,809900,investment,2012-02-27,0,
59512,769528,emergency_funds,2012-05-23,0,
59513,268559,emergency_funds,2012-11-16,1,1.0
59514,224333,emergency_funds,2012-09-04,1,0.0
59515,793290,emergency_funds,2012-10-10,0,
59516,153515,home,2012-12-18,0,
59517,280003,emergency_funds,2012-11-20,1,1.0
59518,462682,emergency_funds,2012-06-05,0,
59519,842462,business,2012-08-27,1,0.0
59520,926136,investment,2012-10-25,0,
59521,447149,home,2012-03-12,1,1.0
59522,495143,home,2012-07-10,1,0.0
59523,317118,emergency_funds,2012-03-15,0,
59524,238830,business,2012-08-30,1,0.0
59525,527052,home,2012-09-21,1,1.0
59526,373528,investment,2012-05-07,1,1.0
59527,250508,investment,2012-11-01,0,
59528,357726,other,2012-07-12,1,0.0
59529,324035,home,2012-09-28,0,
59530,215596,other,2012-03-29,0,
59531,375254,investment,2012-01-10,0,
59532,775553,business,2012-05-14,1,1.0
59533,659565,home,2012-11-05,0,
59534,753281,emergency_funds,2012-09-19,0,
59535,992658,other,2012-12-12,0,
59536,70480,business,2012-02-21,0,
59537,781396,business,2012-06-26,1,1.0
59538,268239,investment,2012-12-21,0,
59539,94675,emergency_funds,2012-08-01,0,
59540,885685,investment,2012-02-20,0,
59541,898162,home,2012-10-16,0,
59542,898762,business,2012-05-29,1,0.0
59543,499699,home,2012-12-24,1,1.0
59544,679580,business,2012-06-28,0,
59545,867057,investment,2012-07-23,1,0.0
59546,715036,emergency_funds,2012-07-04,1,0.0
59547,690896,investment,2012-10-17,0,
59548,820072,investment,2012-07-12,1,1.0
59549,552940,home,2012-10-03,1,1.0
59550,563862,other,2012-10-31,0,
59551,591434,other,2012-09-11,1,1.0
59552,507703,emergency_funds,2012-02-27,0,
59553,216331,business,2012-10-15,1,1.0
59554,766185,home,2012-06-27,1,1.0
59555,559743,business,2012-09-10,1,1.0
59556,572580,business,2012-11-01,0,
59557,190579,investment,2012-03-30,0,
59558,754103,home,2012-06-27,1,1.0
59559,633640,emergency_funds,2012-03-29,1,1.0
59560,401078,investment,2012-02-08,1,0.0
59561,486083,business,2012-02-16,0,
59562,767418,business,2012-05-31,1,1.0
59563,872068,business,2012-10-09,0,
59564,532806,other,2012-07-03,0,
59565,262390,other,2012-04-13,0,
59566,103364,home,2012-07-04,0,
59567,126862,home,2012-09-27,1,0.0
59568,442087,business,2012-06-11,0,
59569,848795,emergency_funds,2012-08-09,0,
59570,401997,home,2012-06-26,1,0.0
59571,308192,business,2012-01-30,0,
59572,456589,business,2012-03-22,0,
59573,462618,investment,2012-03-26,1,1.0
59574,656772,business,2012-02-21,0,
59575,34526,investment,2012-10-10,1,0.0
59576,937313,home,2012-10-04,1,1.0
59577,744671,investment,2012-02-02,1,1.0
59578,340263,business,2012-02-16,0,
59579,785638,emergency_funds,2012-12-12,0,
59580,190460,emergency_funds,2012-10-26,1,0.0
59581,35814,other,2012-09-21,1,0.0
59582,99525,other,2012-07-30,1,1.0
59583,507288,investment,2012-11-14,0,
59584,715840,home,2012-01-18,1,1.0
59585,722496,business,2012-12-27,0,
59586,955862,home,2012-01-30,0,
59587,703624,emergency_funds,2012-02-06,1,1.0
59588,281340,investment,2012-12-20,0,
59589,35646,business,2012-02-16,0,
59590,677030,home,2012-04-27,0,
59591,589157,home,2012-06-15,0,
59592,679821,emergency_funds,2012-03-27,0,
59593,54863,business,2012-05-14,0,
59594,818225,emergency_funds,2012-12-14,0,
59595,323422,other,2012-08-06,0,
59596,376191,investment,2012-01-17,1,0.0
59597,684798,emergency_funds,2012-06-25,0,
59598,228822,investment,2012-05-17,0,
59599,879866,investment,2012-08-08,1,1.0
59600,753106,business,2012-09-24,1,1.0
59601,976373,investment,2012-12-07,1,0.0
59602,282250,business,2012-10-01,1,0.0
59603,53905,home,2012-04-09,1,1.0
59604,783965,home,2012-05-22,0,
59605,907302,business,2012-05-31,0,
59606,462930,home,2012-03-14,0,
59607,847704,emergency_funds,2012-06-20,1,0.0
59608,913381,emergency_funds,2012-03-26,0,
59609,89376,other,2012-12-04,0,
59610,260176,other,2012-06-12,1,1.0
59611,215412,home,2012-10-04,1,1.0
59612,853301,investment,2012-09-25,0,
59613,495437,business,2012-06-05,1,1.0
59614,779401,business,2012-06-26,1,0.0
59615,827268,other,2012-05-03,0,
59616,297098,business,2012-09-06,0,
59617,140791,other,2012-03-12,0,
59618,353397,investment,2012-12-06,1,1.0
59619,218354,other,2012-07-05,1,1.0
59620,257330,other,2012-04-17,0,
59621,668188,emergency_funds,2012-07-30,1,0.0
59622,760228,emergency_funds,2012-08-13,0,
59623,287575,investment,2012-05-09,1,0.0
59624,445596,business,2012-10-16,0,
59625,520537,home,2012-04-27,1,1.0
59626,412783,emergency_funds,2012-08-14,0,
59627,26051,investment,2012-06-04,0,
59628,147092,home,2012-02-13,1,0.0
59629,280582,home,2012-12-19,0,
59630,176967,business,2012-04-17,0,
59631,589132,investment,2012-05-17,0,
59632,28615,emergency_funds,2012-07-30,0,
59633,385643,home,2012-11-19,1,1.0
59634,282628,home,2012-10-03,1,0.0
59635,268889,other,2012-02-23,0,
59636,923923,other,2012-07-17,1,1.0
59637,966091,other,2012-09-18,0,
59638,511548,home,2012-03-07,0,
59639,252040,home,2012-12-28,0,
59640,661613,other,2012-09-26,0,
59641,766814,business,2012-03-06,1,1.0
59642,898860,business,2012-06-04,0,
59643,909497,emergency_funds,2012-10-25,1,1.0
59644,330409,home,2012-08-24,1,0.0
59645,153996,investment,2012-06-13,0,
59646,828819,home,2012-02-06,1,0.0
59647,499979,emergency_funds,2012-07-11,0,
59648,668550,emergency_funds,2012-11-05,1,0.0
59649,734092,investment,2012-06-07,1,0.0
59650,532663,business,2012-08-07,1,0.0
59651,505213,home,2012-07-12,1,0.0
59652,540485,emergency_funds,2012-03-16,0,
59653,743742,business,2012-05-23,1,1.0
59654,136239,emergency_funds,2012-06-20,0,
59655,39383,business,2012-05-22,1,1.0
59656,944756,emergency_funds,2012-12-13,0,
59657,758658,home,2012-08-29,1,0.0
59658,848074,home,2012-03-29,1,1.0
59659,506194,business,2012-09-10,0,
59660,176705,other,2012-05-14,0,
59661,508801,business,2012-11-14,1,1.0
59662,807885,investment,2012-02-13,1,1.0
59663,258781,business,2012-07-03,0,
59664,398891,other,2012-12-11,0,
59665,72800,home,2012-10-12,1,1.0
59666,660858,emergency_funds,2012-03-26,0,
59667,804453,other,2012-07-24,0,
59668,171835,business,2012-08-03,1,1.0
59669,1658,home,2012-01-18,1,1.0
59670,599309,home,2012-11-21,0,
59671,739655,home,2012-08-09,1,0.0
59672,973309,emergency_funds,2012-01-20,1,1.0
59673,870254,home,2012-03-14,0,
59674,338228,business,2012-01-03,1,1.0
59675,642967,business,2012-10-12,1,1.0
59676,326247,home,2012-05-03,0,
59677,691251,emergency_funds,2012-03-13,0,
59678,283955,business,2012-10-29,0,
59679,76737,other,2012-01-09,0,
59680,975214,investment,2012-05-08,1,1.0
59681,160176,business,2012-04-18,1,0.0
59682,327969,other,2012-10-01,1,0.0
59683,985669,investment,2012-11-14,0,
59684,464876,other,2012-04-30,0,
59685,304176,investment,2012-10-18,0,
59686,485949,emergency_funds,2012-02-22,1,0.0
59687,494497,emergency_funds,2012-05-24,0,
59688,819019,investment,2012-06-21,1,0.0
59689,402471,investment,2012-12-07,0,
59690,170033,business,2012-04-16,1,1.0
59691,406064,home,2012-10-02,1,1.0
59692,286868,investment,2012-04-19,0,
59693,928076,investment,2012-10-08,0,
59694,136267,other,2012-10-25,0,
59695,243434,business,2012-05-29,1,1.0
59696,895336,home,2012-04-30,0,
59697,780453,other,2012-01-11,0,
59698,822849,business,2012-05-23,1,1.0
59699,879244,home,2012-12-26,0,
59700,333728,emergency_funds,2012-10-30,0,
59701,810029,investment,2012-09-04,1,1.0
59702,609580,other,2012-08-08,0,
59703,224704,other,2012-07-09,1,1.0
59704,27341,business,2012-11-01,0,
59705,154619,investment,2012-11-06,1,0.0
59706,549759,home,2012-11-20,1,0.0
59707,839598,home,2012-10-01,0,
59708,206416,emergency_funds,2012-07-17,0,
59709,408918,home,2012-02-27,0,
59710,404008,other,2012-09-17,1,1.0
59711,323554,investment,2012-11-22,0,
59712,375446,home,2012-08-24,1,0.0
59713,605155,home,2012-08-08,0,
59714,317466,business,2012-04-24,1,1.0
59715,769794,home,2012-09-18,0,
59716,935775,business,2012-05-18,0,
59717,576681,investment,2012-07-04,0,
59718,121283,emergency_funds,2012-05-07,0,
59719,433791,home,2012-09-03,1,1.0
59720,147963,home,2012-12-20,1,0.0
59721,762475,business,2012-12-24,1,0.0
59722,212633,business,2012-05-16,1,1.0
59723,90439,investment,2012-02-29,0,
59724,566380,home,2012-01-16,1,1.0
59725,502755,business,2012-07-31,1,1.0
59726,430885,investment,2012-03-27,1,1.0
59727,669281,investment,2012-10-09,0,
59728,798136,business,2012-08-09,0,
59729,282459,home,2012-06-28,0,
59730,710366,home,2012-01-03,1,1.0
59731,961781,other,2012-09-06,1,1.0
59732,487768,business,2012-02-07,1,1.0
59733,137945,home,2012-03-21,0,
59734,394468,emergency_funds,2012-10-11,1,0.0
59735,893358,emergency_funds,2012-03-13,0,
59736,887658,emergency_funds,2012-10-24,1,1.0
59737,329590,home,2012-08-21,0,
59738,382158,business,2012-09-27,0,
59739,695749,emergency_funds,2012-07-16,0,
59740,680782,other,2012-05-25,0,
59741,954215,business,2012-08-09,1,1.0
59742,311441,other,2012-10-23,0,
59743,586547,investment,2012-12-18,1,0.0
59744,666305,emergency_funds,2012-07-09,1,0.0
59745,977367,investment,2012-01-31,0,
59746,685718,investment,2012-11-08,0,
59747,452395,investment,2012-10-08,1,1.0
59748,274275,home,2012-09-19,1,0.0
59749,74832,home,2012-10-29,1,0.0
59750,839181,business,2012-04-13,0,
59751,168082,other,2012-08-21,1,1.0
59752,243556,business,2012-05-24,1,1.0
59753,317699,home,2012-01-25,1,1.0
59754,366004,other,2012-12-03,0,
59755,995796,home,2012-04-05,0,
59756,578486,emergency_funds,2012-07-05,0,
59757,580251,investment,2012-12-18,0,
59758,961370,other,2012-02-15,0,
59759,549428,home,2012-05-15,0,
59760,469906,other,2012-02-01,0,
59761,382116,emergency_funds,2012-04-02,1,0.0
59762,538317,investment,2012-09-20,1,1.0
59763,848594,emergency_funds,2012-01-10,0,
59764,840869,investment,2012-10-29,0,
59765,878653,investment,2012-01-04,0,
59766,954756,investment,2012-02-16,1,1.0
59767,97277,investment,2012-08-13,1,1.0
59768,41753,emergency_funds,2012-09-12,0,
59769,593981,home,2012-06-22,0,
59770,590343,investment,2012-08-29,0,
59771,70558,other,2012-11-13,0,
59772,246902,business,2012-08-06,1,1.0
59773,234559,emergency_funds,2012-10-04,1,0.0
59774,186675,other,2012-07-24,0,
59775,394962,home,2012-08-03,1,1.0
59776,953730,business,2012-10-23,1,1.0
59777,88615,home,2012-05-21,0,
59778,723531,business,2012-12-10,1,1.0
59779,914288,other,2012-05-07,1,1.0
59780,301306,emergency_funds,2012-10-15,0,
59781,433695,business,2012-11-22,0,
59782,638908,investment,2012-03-22,1,0.0
59783,324698,emergency_funds,2012-06-25,0,
59784,208890,business,2012-04-26,0,
59785,191542,home,2012-12-24,1,1.0
59786,869219,business,2012-09-26,0,
59787,70587,investment,2012-05-14,1,0.0
59788,684345,emergency_funds,2012-02-20,1,0.0
59789,54595,home,2012-05-28,0,
59790,215030,emergency_funds,2012-11-05,1,1.0
59791,640267,home,2012-09-26,1,0.0
59792,295674,investment,2012-01-23,1,1.0
59793,987247,investment,2012-08-15,0,
59794,378847,emergency_funds,2012-11-30,1,1.0
59795,183501,investment,2012-05-01,1,0.0
59796,880691,emergency_funds,2012-10-01,0,
59797,912879,investment,2012-12-11,0,
59798,735842,business,2012-08-16,0,
59799,28098,business,2012-08-17,1,1.0
59800,825127,home,2012-10-11,0,
59801,645211,other,2012-02-15,0,
59802,514237,emergency_funds,2012-01-30,0,
59803,128036,investment,2012-01-16,0,
59804,693218,other,2012-07-12,0,
59805,745186,home,2012-10-31,0,
59806,299686,investment,2012-11-22,0,
59807,521568,business,2012-10-03,0,
59808,568848,business,2012-06-12,0,
59809,965622,business,2012-03-21,0,
59810,424893,emergency_funds,2012-05-15,1,1.0
59811,191135,home,2012-11-20,1,1.0
59812,312551,investment,2012-08-23,1,1.0
59813,703647,emergency_funds,2012-09-04,0,
59814,799738,home,2012-02-07,1,1.0
59815,729770,business,2012-07-25,0,
59816,241933,other,2012-08-03,0,
59817,47834,emergency_funds,2012-03-20,1,0.0
59818,915333,investment,2012-08-30,1,1.0
59819,946426,home,2012-01-17,1,1.0
59820,256227,other,2012-08-14,0,
59821,820424,business,2012-07-17,1,1.0
59822,754292,home,2012-05-01,0,
59823,705412,emergency_funds,2012-07-12,1,1.0
59824,685541,investment,2012-10-01,0,
59825,804922,home,2012-04-23,0,
59826,145211,investment,2012-01-27,1,1.0
59827,897795,business,2012-09-24,0,
59828,841269,business,2012-08-20,1,1.0
59829,715182,investment,2012-08-14,1,1.0
59830,115332,investment,2012-01-03,0,
59831,80804,emergency_funds,2012-09-20,0,
59832,241406,investment,2012-05-29,0,
59833,173207,home,2012-01-10,0,
59834,221668,home,2012-11-05,1,1.0
59835,533053,home,2012-12-06,1,1.0
59836,277251,business,2012-01-20,1,1.0
59837,255555,other,2012-07-10,1,1.0
59838,403647,home,2012-07-03,0,
59839,687557,other,2012-03-26,1,1.0
59840,532744,other,2012-11-27,1,1.0
59841,818230,business,2012-02-15,1,1.0
59842,890203,investment,2012-12-04,0,
59843,779451,investment,2012-10-09,1,1.0
59844,646241,emergency_funds,2012-10-01,0,
59845,568947,home,2012-12-10,1,1.0
59846,574142,investment,2012-06-06,1,1.0
59847,534482,investment,2012-07-04,0,
59848,454441,investment,2012-10-18,0,
59849,572851,investment,2012-08-15,0,
59850,865091,home,2012-10-18,1,1.0
59851,160506,investment,2012-03-22,0,
59852,852198,home,2012-09-05,0,
59853,625148,home,2012-06-12,0,
59854,226218,investment,2012-01-02,1,0.0
59855,749953,emergency_funds,2012-07-02,1,1.0
59856,553101,home,2012-07-19,1,1.0
59857,298151,other,2012-04-26,1,1.0
59858,917782,investment,2012-09-25,1,1.0
59859,343581,investment,2012-02-07,1,1.0
59860,382151,business,2012-06-21,0,
59861,755698,home,2012-04-09,1,0.0
59862,757412,home,2012-05-16,0,
59863,127577,investment,2012-04-23,1,1.0
59864,15812,home,2012-02-09,0,
59865,908077,emergency_funds,2012-03-12,1,1.0
59866,19021,emergency_funds,2012-06-19,0,
59867,809151,investment,2012-11-30,1,0.0
59868,241032,other,2012-09-05,0,
59869,564501,business,2012-01-31,1,1.0
59870,403603,home,2012-11-22,0,
59871,58020,other,2012-01-10,0,
59872,314090,home,2012-08-24,0,
59873,317634,home,2012-08-15,1,1.0
59874,315384,home,2012-07-18,0,
59875,163181,other,2012-05-03,0,
59876,473852,emergency_funds,2012-09-24,1,1.0
59877,430195,other,2012-12-25,0,
59878,390550,emergency_funds,2012-07-03,0,
59879,746977,business,2012-05-14,1,1.0
59880,607662,home,2012-08-16,0,
59881,302556,business,2012-11-07,0,
59882,211989,emergency_funds,2012-07-26,1,0.0
59883,53847,emergency_funds,2012-08-27,1,0.0
59884,918130,investment,2012-12-28,1,1.0
59885,869921,other,2012-02-16,1,0.0
59886,587369,home,2012-07-20,1,0.0
59887,942685,other,2012-03-08,1,0.0
59888,70662,emergency_funds,2012-05-10,1,0.0
59889,226694,home,2012-11-20,1,0.0
59890,195128,investment,2012-04-23,0,
59891,320142,business,2012-10-29,0,
59892,487397,business,2012-05-17,1,1.0
59893,247276,investment,2012-07-09,0,
59894,750389,other,2012-07-03,0,
59895,838375,business,2012-10-30,0,
59896,697125,emergency_funds,2012-07-17,1,1.0
59897,107490,home,2012-10-31,1,1.0
59898,165966,home,2012-05-29,0,
59899,156182,home,2012-12-19,1,1.0
59900,995331,business,2012-12-03,0,
59901,363349,emergency_funds,2012-08-23,0,
59902,566429,emergency_funds,2012-12-07,0,
59903,847645,home,2012-04-06,1,1.0
59904,108095,business,2012-10-03,0,
59905,116309,investment,2012-04-23,0,
59906,908630,home,2012-07-19,0,
59907,92840,home,2012-05-23,1,0.0
59908,775318,other,2012-01-09,0,
59909,295770,other,2012-12-26,1,1.0
59910,422114,investment,2012-02-15,1,1.0
59911,254460,investment,2012-08-22,1,1.0
59912,22822,other,2012-12-19,1,0.0
59913,898157,home,2012-01-03,1,1.0
59914,836775,investment,2012-05-16,0,
59915,522354,investment,2012-05-22,1,1.0
59916,297936,investment,2012-12-17,0,
59917,477715,business,2012-01-25,1,1.0
59918,832901,investment,2012-10-30,1,1.0
59919,191837,home,2012-11-12,0,
59920,24895,business,2012-10-12,1,0.0
59921,962424,investment,2012-05-30,1,1.0
59922,309888,other,2012-11-19,0,
59923,502972,home,2012-09-26,1,1.0
59924,531739,emergency_funds,2012-04-19,0,
59925,897565,investment,2012-07-12,1,1.0
59926,263799,business,2012-02-27,0,
59927,749997,investment,2012-04-26,0,
59928,832602,home,2012-10-08,0,
59929,367343,home,2012-08-10,0,
59930,23040,emergency_funds,2012-11-01,1,1.0
59931,666566,home,2012-02-27,0,
